AppNumber,Applicant Type,First Name,Middle Name,Last Name,Name Suffix,Institution,Full Address,City,State,Postal Code,Country,Council Date,Year Awarded,Project Title,Category,Program,Division,Approved Outright,Approved Matching,Award Outright,Award Matching,Original Amount,Begin Grant,End Grant,Project Description,To Support Statement,Supplement Amount,Supplement Count,Supplementary Fields need work (may repeat?)
CE-0994-78,O,E. Maynard,,Moore,,Chicago State University,Chicago IL 60628,Chicago,IL,60628,USA,1978-05,1979,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$75,000.00",$0.00,"$75,000.00","$75,000.00",10/1/77,6/30/81,,,,0,-
RE-0539-76,O,Edward,C.,Moore,,"Indiana/Purdue University, Indianapolis",Indianapolis IN 46202,Indianapolis,IN,46202,USA,1975-11,1976,An Edition of the Writings of Charles S. Pierce,Humanities,Editions,Research Programs,"$100,142.73",$0.00,"$100,142.73",$0.00,"$100,142.73",7/1/76,6/30/79,,,,0,-
RE-0910-79,O,Edward,C.,Moore,,"Indiana/Purdue University, Indianapolis",Indianapolis IN 46202,Indianapolis,IN,46202,USA,1979-05,1979,An Edition of the Writings of Charles S. Pierce,"Literature, General",Editions,Research Programs,"$113,511.00","$2,000.00","$113,042.34","$2,000.00","$115,042.34",7/1/79,7/31/81,,To prepare a comprehensive chronological edition of the writings of Charles Sanders Pierce.,,0,-
EC-0549-76,O,Jean,S.,Moore,,Belmont Abbey College,Belmont NC 28012,Belmont,NC,28012,USA,1976-02,1976,CONSULTANT GRANT,Humanities,Education Consultant Grants,Education Programs,"$2,933.00",$0.00,"$2,933.00",$0.00,"$2,933.00",7/1/76,6/30/79,,,,0,-
RC-1185-76,O,John,C.,Moore,,Committee for Preservation of Architectural Records,New York NY 10003,New York,NY,10003,USA,1976-02,1976,"American Architect Records: Information Clearinghouse, Etc.",Humanities,Reference Materials - Access,Preservation and Access,"$79,633.00",$0.00,"$79,633.00",$0.00,"$79,633.00",10/1/76,3/31/79,,,,0,-
RP-0716-78,O,John,D.,Moore,,Columbia University Press,New York NY 10025,New York,NY,10025,USA,1978-02,1978,"Heidegger and Sartre: Being & Place, by Joseph P. Fell",Humanities,Scholarly Publications,Research Programs,"$3,000.00",$0.00,"$3,000.00",$0.00,"$3,000.00",3/1/78,5/31/79,,,,0,-
RP-0583-79,O,John,D.,Moore,,Columbia University Press,New York NY 10025,New York,NY,10025,USA,1979-02,1979,"Son of Old Man Hat, II: Marriage and Adult Life, by Walter and Ruth Dyk",Humanities,Scholarly Publications,Research Programs,"$4,197.00",$0.00,"$4,197.00",$0.00,"$4,197.00",3/1/79,2/29/80,,"To publish the second volume of the oral autobiography of Left -Handed, a Navajo herdsman, and an immediate ethnographic classic on publication years ago of the first volume.",,0,-
EI-0262-76,O,Laurence,R.,Moore,,Cornell University,Ithaca NY 14853,Ithaca,NY,14853,USA,1975-11,1976,PRE-CONCENTRATION SEMINARS IN HISTORY AN D THE HUMANITIES,Humanities,Institutional Development,Education Programs,"$143,115.00",$0.00,"$143,115.00",$0.00,"$143,115.00",5/11/76,6/30/79,,,,0,-
RC-0744-77,O,Francisco,,Morales,,Academy of American Franciscan History,Washington DC 20043,Washington,DC,20043,USA,1977-05,1977,A Calendar: Documents in the Fondo Franc iscano Archivo Historico,Humanities,Reference Materials - Access,Preservation and Access,"$13,436.00",$0.00,"$13,436.00",$0.00,"$13,436.00",11/1/77,3/31/79,,,,0,-
ES-0525-78,O,Charles,,Moran,,"University of Massachusetts, Amherst",Amherst MA 1003,Amherst,MA,1003,USA,1978-02,1978,Expository Writing - One of the Humanities: An In-Service Education Proposal,Humanities,Institutes for School Teachers,Education Programs,"$69,148.39",$0.00,"$69,148.39",$0.00,"$69,148.39",4/15/78,5/30/79,,,,0,-
EH-0333-77,O,P. Grady,,Morein,,University of Evansville,Evansville IN 47714,Evansville,IN,47714,USA,1977-02,1977,LIBRARY-HUMANITIES PROGRAM,Humanities,Institutes for College and University Teachers,Education Programs,"$50,000.00",$0.00,"$50,000.00",$0.00,"$50,000.00",7/1/77,6/30/82,,,,0,-
GZ-0709-78,O,Sue,B.,Moreland,,Indianapolis Museum of Art,Indianapolis IN 46208,Indianapolis,IN,46208,USA,1978-02,1978,"Lost Kingdoms, Lost Worlds: A Program i n Community Outreach Through Humanities",Humanities,Humanities Projects for Youth,Public Programs,"$17,086.00",$0.00,"$17,086.00",$0.00,"$17,086.00",5/1/78,5/1/79,,,,0,-
EH-1459-78,O,Kathleen,J.,Moretto,,Franklin and Marshall College,Lancaster PA 17603,Lancaster,PA,17603,USA,1978-08,1978,A program of bibliographic instruction in the humanities,Humanities,Institutes for College and University Teachers,Education Programs,"$25,000.00","$25,000.00","$25,000.00","$25,000.00","$50,000.00",1/1/79,10/31/83,,,,0,-
RL-1190-77,I,Nancy,C.,Morey,,Unknown,,,,,,1977-08,1977,El Orinoco Ilustrado Y Defendido,Humanities,Translations,Research Programs,"$10,315.00",$0.00,"$10,315.00",$0.00,"$10,315.00",10/1/77,9/30/79,,,,0,-
EH-0692-75,O,Mark,,Morford,,Ohio State University Research Foundation,Columbus OH 43212,Columbus,OH,43212,USA,1975-06,1975,Audio-Tutorial Program in Greek and Roman Civilizations,Classical History; Classics,Institutes for College and University Teachers,Education Programs,"$183,028.00",$0.00,"$183,028.00",$0.00,"$183,028.00",1/1/76,12/31/80,,"To develop a program of slides, tapes and printed study guides in Roman and Greek civilizations providing students with comprehensive materials to be studied individually at the student's own pace. Proj. Director",,0,-
ES-0610-79,O,J. Patrick,,Morgan,,Appalachian State University,Boone NC 28608,Boone,NC,28608,USA,1979-02,1979,"Humanities Exhibit Program for Watauga County, North Carolina",Rural Studies,Institutes for School Teachers,Education Programs,"$39,115.00",$0.00,"$36,979.70",$0.00,"$36,979.70",4/1/79,6/30/81,,To supplement local schools' humanities curriculum with 12 exhibits that illustrate and demonstrate for the school children of Watauga County the uniqueness of their culture and its relationship to the outside world. Proj. Director,,0,-
GY-1341-79,I,Kaidi,,Morgan,,Unknown,,,,,,1979-08,1979,Modern Harpsichord Making and its Relation to Historical Tradition,Humanities,Younger Scholars - 02/76 thru 02/85,Public Programs,"$1,920.00",$0.00,"$1,920.00",$0.00,"$1,920.00",7/1/80,11/30/80,,Supports the examination of the historical influences in the contemporary instrument-making craft.,,0,-
CE-0953-77,O,Reed,,Morgan,,Wake Forest University,Winston-Salem NC 27109,Winston-Salem,NC,27109,USA,1977-08,1977,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$211,000.00",$0.00,"$211,000.00","$211,000.00",12/1/76,6/30/81,,,,0,-
RS-1042-77,O,Ronnie,P.,Morgan,,Santa Barbara Museum of Natural History,Santa Barbara CA 93105,Santa Barbara,CA,93105,USA,1977-05,1977,Channel Islands Photographic Survey,Humanities,State and Local and Regional Studies,Research Programs,"$31,500.00",$0.00,"$31,500.00",$0.00,"$31,500.00",10/1/77,5/31/79,,,,0,-
CE-1007-78,O,Stephen,R.,Morgan,,"Westminster College, Salt Lake City",Salt Lake City UT 84105,Salt Lake City,UT,84105,USA,1978-05,1979,Challenge Grant,Humanities,Education Challenge Grants,Challenge Grants,$0.00,"$70,000.00",$0.00,"$70,000.00","$70,000.00",7/1/78,6/30/82,,,,0,-
RC-0597-78,O,Dan,M.,Morgenstern,,"Rutgers University, New Brunswick",New Brunswick NJ 8901,New Brunswick,NJ,8901,USA,1978-02,1978,"Computerized Catalog, Institute of Jazz Studies",Humanities,Reference Materials - Access,Preservation and Access,"$75,522.00",$0.00,"$75,522.00",$0.00,"$75,522.00",5/1/78,10/31/79,,,,0,-
RC-1404-79,O,Dan,M.,Morgenstern,,"Rutgers University, New Brunswick",New Brunswick NJ 8901,New Brunswick,NJ,8901,USA,1979-08,1979,"Computerized Catalog,Institute of Jazz Studies",Humanities,Reference Materials - Access,Preservation and Access,"$50,000.00","$37,000.00","$50,000.00","$37,000.00","$87,000.00",10/1/79,12/31/82,,Supports computerized cataloging (MARC format) of LP collections of jazz.,,0,-
EP-0543-79,O,Thomas,F.,Moriarty,,College of Our Lady of the Elms,Chicopee MA 1013,Chicopee,MA,1013,USA,1979-02,1979,Interdisciplinary Humanities Course in Ancient and Medieval Civilization,Classics; Medieval Studies,Pilot Grants - Education,Education Programs,"$27,751.00",$0.00,"$27,751.00",$0.00,"$27,751.00",6/1/79,6/30/80,,"The departments of English, History, and Philosophy will coordinate an inter- disciplinary humanities program for second-semester freshmen on 3 themes of Ancient and Medieval Civilization: God and Gods; The Hero; and, City and Empire Proj. Director",,0,-
EC-0733-79,O,Paul,,Morman,,(DO NOT USE) Research Foundation of SUNY,Albany NY 12201,Albany,NY,12201,USA,1979-02,1979,Consultant Grant,Western Civilization; Humanities,Education Consultant Grants,Education Programs,"$2,830.83",$0.00,"$2,830.83",$0.00,"$2,830.83",3/2/79,6/30/80,,To design a curriculum structure that will bring focus to the humanities and ensure that all Oswego graduates develop a basic understanding of their heritage and the rich possibilities of the humanities.,,0,-
GM-1176-79,O,Craig,,Morris,,American Museum of Natural History,New York NY 10024,New York,NY,10024,USA,1979-08,1979,Gold of El Dorado Exhibition,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$129,420.00",$0.00,"$129,420.00",$0.00,"$129,420.00",10/1/79,9/30/81,,A major traveling exhibition featuring objects representing the pre-Colombian culture of the peoples that inhabited the region of northern South America that comprises the Nation of Colombia.,,0,-
FP-1309-78,O,Herbert,,Morris,,"University of California, Los Angeles",Los Angeles CA 90095,Los Angeles,CA,90095,USA,1978-08,1978,Topics in Moral and Legal Responsibility,Humanities,Fellowships & Stipends For Professionals,Fellowships and Seminars,"$40,880.00",$0.00,"$39,805.70",$0.00,"$39,805.70",10/1/78,8/31/79,,,,0,-
EC-1488-78,O,Phillip,S.,Morris,,Rhodes College,Memphis TN 38112,Memphis,TN,38112,USA,1978-05,1978,Consultant Grant,Humanities,Education Consultant Grants,Education Programs,"$1,851.92",$0.00,"$1,851.92",$0.00,"$1,851.92",6/1/78,8/31/79,,,,0,-
RE-1392-78,O,Richard,B.,Morris,,Columbia University,New York NY 10027,New York,NY,10027,USA,1978-08,1978,The Papers of John Jay,Humanities,Editions,Research Programs,"$72,000.00","$12,838.00","$72,000.00","$12,838.00","$84,838.00",10/1/78,9/30/80,,,,0,-
RC-0430-78,O,Robert,,Morris,,"Teachers College, Columbia University",New York NY 10027,New York,NY,10027,USA,1977-11,1978,National Council for Social Studies Archives,Humanities,Reference Materials - Access,Preservation and Access,"$9,868.17",$0.00,"$9,868.17",$0.00,"$9,868.17",2/1/78,7/31/79,,,,0,-
FR-0045-79,I,Thomas,R.,Morris,,Unknown,,,,,,1978-11,1979,"Fellowship, Political Science",Humanities,Residential College Teacher - 1976 thru 1981,Research Programs,"$9,080.00",$0.00,"$9,080.00",$0.00,"$9,080.00",6/1/79,5/31/80,,,,0,-
RO-0194-78,O,James,E.,Morrison,,"Country Dance Society, Inc.",New York NY 10018,New York,NY,10018,USA,1977-11,1978,AMERICAN SOCIAL DANCE BEFORE 1820,Humanities,Basic Research,Research Programs,"$10,515.00",$0.00,"$10,515.00",$0.00,"$10,515.00",1/1/78,3/31/79,,,,0,-
GN-0168-79,O,Jane,C.,Morrison,,"Pointed Firs Project Company, Inc.",New York NY 10012,New York,NY,10012,USA,1978-11,1979,The Country of the Pointed Firs Project,"Literature, General","Media, Humanities Projects in",Public Programs,"$23,615.00",$0.00,"$23,615.00",$0.00,"$23,615.00",3/1/79,2/29/80,,A dramatization of Sarah Orne Jewette's novel which presents the drama of ordinary life in a Maine port town at the turn of the century.,,0,-
RT-0170-79,O,John,J.,Morrison,,Modern Language Association of America,New York NY 10003,New York,NY,10003,USA,1978-11,1979,REVISION OF WING'S SHORT TITLE CATALOGUE,"Literature, General",Reference Materials - Tools,Preservation and Access,"$53,000.00",$0.00,"$53,000.00",$0.00,"$53,000.00",1/1/79,12/31/80,,"Revision of Wing's Short Title Catalog, a standard reference work for scholars of the literature and history of the period 1641-1700.",,0,-
EC-0907-79,O,Robert,,Morsberger,,"California State Polytechnic University, Pomona",Pomona CA 91768,Pomona,CA,91768,USA,1979-02,1979,Consultant Grant,American Studies; Renaissance Studies; Composition and Rhetoric,Education Consultant Grants,Education Programs,"$4,050.00",$0.00,"$4,050.00",$0.00,"$4,050.00",4/1/79,6/30/82,,"Developing interdisciplinary humanities course at a polytechnic institution, inorder to strenghthen the humanities offerings. The University simultaneously seeks to raise the standards of student writing.",,0,-
E0-0862-78,O,Donald,E.,Morton,,Syracuse University,Syracuse NY 13244,Syracuse,NY,13244,USA,1978-02,1978,"Implementation of the New Course Entitled ""The Soul of Wit""","Comparative Literature; Interdisciplinary Studies, General; Psychology",Humanities Institutes Program,Education Programs,"$19,296.42",$0.00,"$19,296.42",$0.00,"$19,296.42",6/1/78,3/15/80,,"To implement a new course on aphorisms, maxims and proverbs in Western Literature. The course will survey the persuasive and varied use of such forms of expression in many disciplines. Proj. Director",,0,-
GM-1214-79,O,Michael,E.,Moseley,,Field Museum of Natural History,Chicago IL 60605,Chicago,IL,60605,USA,1979-08,1979,Tiahuanaco: Art & Empire in the Andes,Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$29,059.00",$0.00,"$29,059.00",$0.00,"$29,059.00",10/1/79,5/31/81,,To plan an exhibition on 3000 years of the art and culture of Tiahuanaco in ancient Bolivia.,,0,-
RC-0695-78,O,Margaret,L.,Moser,,Allegheny College,Meadville PA 16335,Meadville,PA,16335,USA,1978-02,1978,Western PA. Confernce United Methodist Church Archives,Humanities,Reference Materials - Access,Preservation and Access,"$10,400.00",$0.00,"$10,400.00",$0.00,"$10,400.00",7/1/78,6/30/79,,,,0,-
FT-0152-79,I,Alfred,A.,Moss,Jr,Unknown,,,,,,1978-11,1979,"Fellowship, American History",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
RC-0715-78,O,F. W.,,Mote,,Princeton University,Princeton NJ 8544,Princeton,NJ,8544,USA,1978-02,1978,Research Center: Cambridge History of China: Ming Dynasty,Humanities,Reference Materials - Access,Preservation and Access,"$270,136.00",$0.00,"$270,136.00",$0.00,"$270,136.00",7/1/78,6/30/82,,,,0,-
GM-0534-75,O,Betty,R.,Moxley,,Museum of Texas Tech University,Austin TX 78712,Austin,TX,78712,USA,1975-05,1975,"Res. & Dev. of an Interpretive Prog. for the Ranching Heritage Cntr., Mus. of T.T",Humanities,"Museums and Historical Organizations, Humanities Projects in",Public Programs,"$356,499.85",$0.00,"$356,499.85",$0.00,"$356,499.85",10/1/75,1/31/80,,,,0,-
EC-1410-79,O,Emil,A.,Mucchetti,,Texas A & M University at Kingsville,Kingsville TX 78363,Kingsville,TX,78363,USA,1979-05,1979,Consultant Grant,American Studies; Medieval Studies; Renaissance Studies,Education Consultant Grants,Education Programs,"$5,633.00",$0.00,"$3,959.09",$0.00,"$3,959.09",8/1/79,5/31/81,,Evaluating the Interdisciplinary Humanities Program and suggesting alternativesshowing few interdisciplinary courses relate to other and can be integrated into the total arts and science curriculum.,,0,-
EH-0294-77,O,John,E.,Mueller,,University of Rochester,Rochester NY 14627,Rochester,NY,14627,USA,1977-02,1977,Increasing the Availability of Dance Films,Dance History and Criticism,Institutes for College and University Teachers,Education Programs,"$42,558.00",$0.00,"$42,558.00",$0.00,"$42,558.00",5/1/77,5/1/79,,The develop dance as an academic member of the humanities by increasing the availability of a vital curriculum material: good films of major dance works currently unavailable. Proj. Director,,0,-
EH-1560-78,O,John,E.,Mueller,,University of Rochester,Rochester NY 14627,Rochester,NY,14627,USA,1978-08,1978,Processing and Distributing Massine Ballet Films,Dance History and Criticism; Music History and Criticism,Institutes for College and University Teachers,Education Programs,"$104,000.00",$0.00,"$104,000.00",$0.00,"$104,000.00",9/1/78,8/31/82,,"To add music to silent films of the '40's showing representive ballets of Leonide Massine, to distribute them for teaching and research as a way of preserving an important ballet era. Proj. Director",,0,-
FB-0087-79,I,Robert,W.,Mugerauer,Jr,Unknown,,,,,,1978-11,1979,"Fellowship, Philosophy",Humanities,Fellowships for College Teachers and Independent Scholars,Research Programs,"$19,250.00",$0.00,"$19,250.00",$0.00,"$19,250.00",9/1/79,8/31/80,,,,0,-
GM-0959-79,O,Donald,,Muller,,Ontario County Historical Society,Canandaigua NY 14424,Canandaigua,NY,14424,USA,1979-05,1979,Local History Exhibit: Ontario Exhibit,"History, General","Museums and Historical Organizations, Humanities Projects in",Public Programs,"$10,413.00",$0.00,"$10,413.00",$0.00,"$10,413.00",11/1/79,4/30/81,,To install a major interpretive permanent exhibit and programs on Ontario County history.,,0,-
FT-0153-79,I,Marcel,,Muller,,Unknown,,,,,,1978-11,1979,"Fellowship, French Literature",Humanities,Summer Stipends,Research Programs,"$2,500.00",$0.00,"$2,500.00",$0.00,"$2,500.00",5/1/79,9/30/79,,,,0,-
GP-1455-78,O,Kent,R.,Mullikin,,National Humanities Center,Durham NC 27709,Durham,NC,27709,USA,1978-08,1978,Public Programs in the Humanities,Humanities,Special Projects,Public Programs,"$215,000.00",$0.00,"$204,729.52",$0.00,"$204,729.52",8/1/78,5/31/80,,"To support public programs -- including development of a periodical, radio and television programs, conferences and lectures -- to inform a wide audience of developments in the humanities, focus humanities scholarship on areas of publicconcern, and enhance the influence of the humanities in American life.",,0,-
FC-0314-79,O,Kent,R.,Mullikin,,National Humanities Center,Durham NC 27709,Durham,NC,27709,USA,1978-11,1979,The Fellowship Program,Humanities,Fellowships At Centers for Advanced Study,Fellowships and Seminars,"$150,000.00","$180,000.00","$139,461.42","$180,000.00","$319,461.42",7/1/79,6/30/82,,,,0,-
RC-0615-79,O,James,L.,Mullins,,"Indiana University, Bloomington",Bloomington IN 47405,Bloomington,IN,47405,USA,1900-01,1979,Assessment of & Development of a Plan to Organize the James Lewis Casaday Theatre,Humanities,Reference Materials - Access,Preservation and Access,$501.49,$0.00,$501.49,$0.00,$501.49,1/1/79,8/1/79,,"To secure consultant advice on the best methods for arranging and assessing the Casaday collection of scripts, periodicals, broadsides and other theatre-related materials.",,0,-
RC-0300-79,O,Gerald,J.,Munoff,,University of Kentucky,Lexington KY 40506,Lexington,KY,40506,USA,1978-11,1979,Organization of the Photographic Archives,Humanities,Reference Materials - Access,Preservation and Access,"$80,901.00",$0.00,"$80,845.00",$0.00,"$80,845.00",9/1/79,9/30/81,,To organize and gain bibliographic control over extensive historic photograph collections located in the archives at the University of Kentucky.,,0,-
